am;0.421523;-0.138911;8.820058
gm;-0.039703;0.001599;0.001998
f;2.495986;-0.870212;87.298073
a0;0.373623;-0.167651;9.575288
a1;0.299377;-0.117356;10.030342
a2;0.816702;-0.318538;6.816226
g0;-0.043034;0.000799;0.002931
g1;-0.026646;-0.014522;0.000133
g2;-0.011191;0.006262;-0.004130
am;0.361648;-0.117356;8.836025
gm;-0.039836;0.003064;0.001732
f;2.543954;-0.876424;87.262321
a0;0.395178;-0.110171;9.527388
a1;0.316143;-0.122146;10.150093
a2;0.840652;-0.328118;6.864126
g0;-0.041435;-0.002665;0.002265
g1;-0.025980;-0.013190;-0.001466
g2;-0.009193;0.006395;-0.004397
am;0.328118;-0.083826;8.833631
gm;-0.042901;0.003730;0.000666
f;2.472001;-0.850747;87.318459
a0;0.330513;-0.122146;9.489067
a1;0.320933;-0.105381;10.145303
a2;0.807122;-0.316143;6.823411
g0;-0.039037;0.002398;0.002398
g1;-0.026780;-0.015721;-0.001066
g2;-0.009593;0.007195;-0.001998
am;0.373623;-0.167651;9.575288
gm;-0.043034;0.000799;0.002931
f;2.403027;-0.789260;87.415672
a0;0.316143;-0.105381;9.474697
a1;0.277822;-0.055085;10.154882
a2;0.807122;-0.237107;6.809041
g0;-0.041302;0.001199;0.002798
g1;-0.026780;-0.015322;-0.000799
g2;-0.008793;0.004663;-0.004796
am;0.395178;-0.110171;8.847202
gm;-0.041435;-0.002665;0.002265
f;2.369257;-0.831870;87.442749
a0;0.299377;-0.047900;9.560918
a1;0.296982;-0.117356;9.970467
a2;0.802332;-0.335303;6.679709
g0;-0.040103;0.000000;0.005063
g1;-0.027179;-0.014123;-0.004530
g2;0.001066;-0.016521;-0.003730
am;0.330513;-0.122146;8.819260
gm;-0.039037;0.002398;0.002398
f;2.373724;-0.810175;87.425026
a0;0.316143;-0.124541;9.524993
a1;0.282612;-0.148491;10.154882
a2;0.797541;-0.165256;6.880891
g0;-0.038904;0.010659;0.003464
g1;-0.018386;-0.012657;0.000133
g2;-0.009726;-0.033708;0.000266
am;0.316143;-0.105381;8.812873
gm;-0.041302;0.001199;0.002798
f;2.328183;-0.806727;87.482430
a0;0.701741;0.091011;9.901011
a1;0.182021;0.519719;9.666299
a2;0.783171;0.337698;6.873706
g0;0.840295;0.222897;0.227161
g1;0.642179;-0.064884;0.068615
g2;0.684680;-0.092063;0.199448
am;0.299377;-0.047900;9.560918
gm;-0.040103;0.000000;0.005063
f;2.273413;-0.782311;87.552841
a0;0.843047;2.198628;9.292676
a1;0.732876;2.392625;9.781260
a2;1.880090;1.913621;6.349197
g0;0.136963;-0.229559;0.100590
g1;0.190522;-0.083137;0.118443
g2;0.245280;-0.481634;0.072079
am;0.316143;-0.124541;8.853589
gm;-0.038904;0.010659;0.003464
f;2.145343;-0.683231;87.683067
a0;2.325564;2.490820;8.751401
a1;1.731599;2.239343;9.996812
a2;2.900369;2.275269;5.831872
g0;-0.626324;-0.792331;-0.248744
g1;-0.775810;-0.649373;-0.317092
g2;-0.437667;-0.259803;-0.134031
am;0.701741;0.091011;9.901011
gm;0.840295;0.222897;0.227161
f;2.125242;-0.707664;87.706879
a0;2.656077;1.767524;8.959768
a1;2.692002;1.599873;10.468631
a2;3.130291;1.384321;6.655759
g0;0.034507;0.462182;0.097659
g1;0.354264;0.689609;0.018652
g2;0.441531;0.688677;-0.251409
am;0.843047;2.198628;9.292676
gm;0.136963;-0.229559;0.100590
f;2.510979;-0.461065;87.347916
a0;1.769919;2.181863;9.144184
a1;1.966311;2.462080;9.821975
a2;2.622546;2.548301;6.638994
g0;-0.192520;-0.312163;-0.065950
g1;-0.391836;-0.387705;-0.158546
g2;-0.381710;-0.585289;-0.191454
am;2.319177;2.490820;8.193362
gm;-0.626324;-0.792331;-0.248744
f;3.127400;2.099254;85.114975
a0;3.348237;2.845283;9.558523
a1;4.440366;3.578159;9.371712
a2;3.159031;0.783171;5.132527
g0;-0.272193;-0.658033;0.053959
g1;0.022516;-0.510412;0.045832
g2;0.167473;-0.434203;-0.008527
am;2.656077;1.767524;8.694719
gm;0.034507;0.462182;0.097659
f;5.532568;4.940373;81.580589
a0;4.414021;2.945874;8.222102
a1;4.411626;3.000959;8.777746
a2;4.921765;2.953059;5.125342
g0;-0.060487;-0.291512;0.051561
g1;-0.244081;-0.584889;0.114580
g2;-0.136829;-0.334812;0.108451
am;1.769919;2.181863;8.535051
gm;-0.192520;-0.312163;-0.065950
f;7.759159;6.152714;79.234451
a0;5.290598;2.835703;6.957532
a1;5.611531;3.005749;9.096284
a2;5.894143;2.706372;4.847519
g0;-0.276989;-0.508547;0.078607
g1;-0.077408;-0.480701;0.041835
g2;0.020651;-0.397298;0.075276
am;3.348237;2.402205;9.558523
gm;-0.272193;-0.658033;0.053959
f;8.325321;7.483035;77.690819
a0;6.219866;2.888394;6.658154
a1;6.492898;2.838098;7.367080
a2;7.084468;2.670447;4.193679
g0;0.007461;-0.255006;0.057157
g1;-0.063019;-0.339742;0.029844
g2;0.006262;-0.322422;-0.000666
am;4.414021;2.945874;7.375063
gm;-0.060487;-0.291512;0.051561
f;10.413028;8.655053;75.488319
a0;7.328760;2.768643;6.363567
a1;7.177874;2.543511;6.727610
a2;7.683223;2.677632;3.295547
g0;-0.005463;-0.302037;0.017587
g1;0.019052;-0.474972;-0.003198
g2;0.034640;-0.453788;0.013590
am;5.290598;2.835703;6.967112
gm;-0.276989;-0.508547;0.078607
f;14.143543;10.707772;71.243233
a0;8.008945;2.871629;5.218748
a1;7.865244;2.811753;5.513335
a2;8.538244;2.747087;2.689607
g0;-0.056757;-0.197850;0.010525
g1;-0.070213;-0.368786;-0.003730
g2;0.014389;-0.317625;-0.001732
am;6.219866;2.888394;6.072971
gm;0.007461;-0.255006;0.057157
f;18.117304;11.751369;66.908051
a0;8.119116;2.962639;4.071533
a1;8.674761;2.797383;4.799619
a2;9.199270;2.766248;1.829795
g0;-0.097659;-0.257404;0.044366
g1;-0.119243;-0.388771;0.061820
g2;-0.037838;-0.428474;0.030377
am;7.328760;2.768643;6.363567
gm;-0.005463;-0.302037;0.017587
f;23.047026;13.077092;61.831776
a0;9.065149;2.574646;3.386558
a1;8.962163;2.557881;3.918252
a2;9.826765;2.507586;0.603545
g0;-0.107252;-0.524801;0.132566
g1;-0.020118;-0.395699;0.049163
g2;0.063285;-0.243415;-0.017187
am;8.008945;2.871629;5.218748
gm;-0.056757;-0.197850;0.010525
f;27.749945;13.645852;57.282612
a0;9.556128;2.615361;2.203418
a1;9.477093;2.392625;2.541116
a2;9.982441;2.529141;-1.077759
g0;-0.047564;-0.315360;0.003331
g1;0.025048;-0.363057;-0.059688
g2;0.042501;-0.313229;-0.052760
am;8.664382;2.962639;3.566983
gm;-0.097659;-0.257404;0.044366
f;32.826553;14.102501;52.139324
a0;9.723780;2.572251;1.228645
a1;9.625584;2.505190;1.365161
a2;10.310559;2.610571;-1.858535
g0;0.029045;-0.339875;-0.063418
g1;0.051428;-0.353864;-0.085269
g2;0.034241;-0.398630;-0.098592
am;9.065149;2.574646;2.636118
gm;-0.107252;-0.524801;0.132566
f;38.630417;14.791257;45.968044
a0;9.534573;2.850073;-0.416733
a1;9.666299;2.830913;0.086221
a2;10.018367;3.015330;-3.417693
g0;0.119376;-0.477504;-0.173735
g1;0.268596;-0.463514;-0.159079
g2;0.175733;-0.427808;-0.050495
am;9.556128;2.615361;2.203418
gm;-0.047564;-0.315360;0.003331
f;44.480160;14.883940;39.900051
a0;9.513018;3.063230;-1.923201
a1;9.548943;2.965034;-1.590293
a2;10.018367;3.329077;-4.694238
g0;-0.071546;-0.502152;-0.378779
g1;-0.346936;-0.743968;-0.427409
g2;-0.121774;-0.844691;-0.113647
am;9.723780;2.572251;1.228645
gm;0.029045;-0.339875;-0.063418
f;49.607956;14.641362;34.430382
a0;8.854387;3.566184;-3.999683
a1;8.758587;3.609294;-2.979404
a2;9.117840;3.594924;-6.567143
g0;0.041568;-0.380244;-0.174667
g1;0.046764;-0.477903;-0.197450
g2;-0.081272;-0.378646;-0.091930
am;9.534573;2.850073;-1.249402
gm;0.119376;-0.477504;-0.173735
f;54.418560;14.654163;28.937176
a0;7.989785;3.961362;-4.521797
a1;7.941885;3.788921;-4.275110
a2;8.219707;3.695515;-7.601792
g0;0.125638;-0.486164;-0.076875
g1;-0.020518;-0.648840;-0.016121
g2;0.139894;-0.296974;0.151218
am;9.513018;3.063230;-1.923201
gm;-0.071546;-0.502152;-0.378779
f;57.919712;15.025148;21.718533
a0;7.199429;4.208049;-5.616321
a1;7.443721;4.598437;-6.430627
a2;7.704778;4.220025;-9.256750
g0;-0.009326;-0.929560;-0.180929
g1;-0.108984;-0.747565;-0.190522
g2;-0.080872;-0.445128;-0.198249
am;8.854387;3.566184;-4.515410
gm;0.041568;-0.380244;-0.174667
f;60.115105;15.121733;14.893294
a0;6.001919;4.392466;-7.285649
a1;5.170847;4.610413;-7.240144
a2;5.309758;4.524192;-10.758428
g0;0.002665;-0.732910;-0.225295
g1;-0.077541;-0.933824;-0.190788
g2;-0.234622;-0.909842;-0.168805
am;7.989785;3.961362;-4.521797
gm;0.125638;-0.486164;-0.076875
f;59.488693;16.044956;6.851456
a0;2.876418;4.976851;-8.236472
a1;3.077600;4.794829;-7.937095
a2;3.594924;4.600832;-11.354788
g0;0.010792;-0.726381;0.023982
g1;-0.035973;-1.101163;-0.137229
g2;-0.007195;-1.354304;-0.339076
am;7.199429;4.208049;-7.101233
gm;-0.009326;-0.929560;-0.180929
f;58.199337;17.503937;0.103736
a0;0.859812;5.446274;-9.747729
a1;0.907712;5.192402;-8.578960
a2;1.161584;4.653523;-10.779983
g0;-0.042368;-0.205444;0.078740
g1;0.070480;-0.505749;-0.069014
g2;0.168539;-0.749697;-0.109250
am;5.494175;4.392466;-7.285649
gm;0.002665;-0.732910;-0.225295
f;54.770947;17.778236;-8.145068
a0;-1.022673;4.102668;-7.824529
a1;-1.477727;4.440366;-8.586145
a2;-1.381926;4.303850;-12.145144
g0;0.199315;-1.067322;0.089399
g1;0.180529;-0.961003;0.021850
g2;0.078474;-0.519738;0.062219
am;2.876418;4.976851;-8.236472
gm;0.010792;-0.726381;0.023982
f;50.387775;19.363480;-15.717266
a0;-2.802173;4.373306;-8.895103
a1;-2.895579;5.115762;-9.139395
a2;-2.684817;4.306245;-10.358459
g0;0.035973;-1.006835;-0.245413
g1;0.187724;-1.228000;-0.541189
g2;0.309098;-1.353505;-0.439266
am;0.859812;5.446274;-9.702225
gm;-0.042368;-0.205444;0.078740
f;43.638508;21.431381;-23.591524
a0;-6.507268;2.840493;-5.934858
a1;-6.634204;3.992497;-6.289321
a2;-6.188730;4.243975;-12.327166
g0;-0.452056;-0.410088;-0.204644
g1;-0.116845;-0.487230;-0.089932
g2;-0.049429;-0.498421;-0.129235
am;-1.022673;4.102668;-9.518607
gm;0.199315;-1.067322;0.089399
f;35.760689;22.823111;-30.888355
a0;-7.153924;4.900210;-5.841453
a1;-7.661667;3.376977;-3.896697
a2;-6.938372;2.500400;-6.797065
g0;0.215303;-0.113647;-0.037172
g1;-0.003730;-0.161211;0.076209
g2;-0.048630;-0.073278;0.036106
am;-2.802173;4.373306;-8.895103
gm;0.035973;-1.006835;-0.245413
f;27.481583;22.897993;-37.920483
a0;-7.697593;2.993774;-4.002078
a1;-8.435259;3.381768;-5.055886
a2;-7.438931;3.149451;-7.278464
g0;0.230358;-0.149886;-0.113913
g1;0.108584;-0.260602;-0.012524
g2;0.130301;-0.113114;0.082471
am;-6.507268;3.692322;-5.934858
gm;-0.452056;-0.410088;-0.204644
f;18.856884;22.537630;-42.476410
a0;-7.999365;3.125500;-3.812871
a1;-8.344248;3.283572;-3.980522
a2;-7.331155;3.039280;-6.191125
g0;-0.064351;-0.102589;0.288314
g1;-0.053026;0.011591;0.412620
g2;-0.235288;-0.032242;0.058356
am;-7.153924;3.592529;-5.511738
gm;0.215303;-0.113647;-0.037172
f;6.494920;22.579163;-41.665672
a0;-5.743257;3.925437;-3.762576
a1;-6.722820;4.821174;-4.526587
a2;-7.161108;4.016448;-7.474856
g0;-0.183327;1.224403;0.604207
g1;0.075942;1.371358;0.733176
g2;0.142558;1.381750;0.336011
am;-7.697593;2.993774;-5.445477
gm;0.230358;-0.149886;-0.113913
f;-4.283366;22.401886;-40.242104
a0;-3.695515;6.114485;-11.182346
a1;-2.603386;4.940925;-7.149133
a2;-1.590293;3.520679;-7.905960
g0;-0.017320;2.256818;0.276190
g1;0.178797;1.429447;-0.021317
g2;-0.023449;1.933197;-0.211306
am;-7.999365;3.125500;-3.812871
gm;-0.064351;-0.102589;0.288314
f;-13.459705;21.324602;-38.964321
a0;0.919688;4.528982;-8.428074
a1;1.276545;5.182822;-8.059240
a2;2.921924;5.194798;-12.073294
g0;-0.040636;1.526573;-0.197716
g1;-0.276989;1.329256;-0.110716
g2;-0.225429;1.342713;-0.137362
am;-6.542395;3.925437;-5.254673
gm;-0.183327;1.224403;0.604207
f;-22.438475;20.945250;-35.959339
a0;5.556445;5.384004;-6.507268
a1;5.520520;5.491780;-6.114485
a2;5.752837;5.498965;-9.268725
g0;0.056757;1.072119;-0.248078
g1;0.224230;1.086241;-0.100191
g2;0.164675;0.994844;0.076875
am;-2.629731;4.858696;-8.745813
gm;-0.017320;2.256818;0.276190
f;-26.936245;21.770205;-35.678623
a0;7.036567;5.106182;-5.103786
a1;6.854546;5.764812;-4.351750
a2;7.204219;5.604346;-7.230564
g0;0.079406;1.255846;-0.175200
g1;0.294576;1.352839;-0.133365
g2;0.412353;1.472348;-0.154816
am;0.919688;4.968867;-8.428074
gm;-0.040636;1.526573;-0.197716
f;-24.508230;24.824354;-39.865845
a0;8.358618;5.297783;-3.647615
a1;8.219707;5.680986;-2.610571
a2;8.353828;5.623506;-4.902605
g0;0.105387;1.130874;-0.156814
g1;-0.023316;0.984585;-0.144690
g2;0.049562;0.819910;-0.132299
am;5.556445;5.384004;-6.507268
gm;0.056757;1.072119;-0.248078
f;-18.532564;25.934246;-43.703506
a0;8.099957;5.748047;-2.011817
a1;8.485554;5.965994;-0.495769
a2;8.526270;5.489385;-3.465593
g0;0.202113;1.070786;-0.263133
g1;0.255139;1.119549;-0.418349
g2;0.073811;0.415284;-0.335478
am;7.036567;5.106182;-5.562033
gm;0.079406;1.255846;-0.175200
f;-8.157931;27.183088;-42.975945
a0;8.957373;6.686894;1.123264
a1;7.817344;6.188730;1.219065
a2;7.958650;6.399492;-2.198628
g0;-0.082204;1.363897;0.120975
g1;0.037571;1.366428;-0.216369
g2;0.081804;1.260775;-0.324154
am;8.358618;5.297783;-3.720264
gm;0.105387;1.130874;-0.156814
f;2.133654;28.681644;-41.042751
a0;6.140830;6.940767;2.102827
a1;6.636599;6.514453;3.089575
a2;7.438931;6.471343;0.409548
g0;-0.191321;1.013763;-0.382509
g1;-0.170937;0.927961;-0.431938
g2;-0.160678;1.155389;-0.568901
am;8.099957;5.748047;-1.991060
gm;0.202113;1.070786;-0.263133
f;12.155536;28.959887;-36.954769
a0;4.145779;7.448511;4.414021
a1;3.980522;7.314390;6.248606
a2;4.926555;7.374265;2.385439
g0;-0.177865;0.489628;-0.255273
g1;-0.127237;0.479635;-0.303236
g2;-0.142292;0.469910;-0.276989
am;8.244455;6.686894;1.123264
gm;-0.082204;1.363897;0.120975
f;20.343069;30.082249;-31.830917
a0;4.011658;6.248606;4.976851
a1;3.343447;6.425838;4.167334
a2;3.036885;11.472143;3.099155
g0;0.265265;0.771147;-0.893055
g1;0.042767;0.717455;-0.753028
g2;-0.287115;0.632852;-0.502018
am;6.140830;6.940767;1.867317
gm;-0.191321;1.013763;-0.382509
f;26.321632;32.914360;-24.159897
a0;-0.387993;8.037685;5.736072
a1;-0.275427;7.034173;9.781260
a2;-0.289797;7.503596;3.848796
g0;-0.115912;1.795702;0.061553
g1;-0.733176;0.967265;-0.875468
g2;-0.572232;0.587553;0.078607
am;4.145779;7.448511;4.349355
gm;-0.177865;0.489628;-0.255273
f;29.159210;35.779278;-17.049477
a0;-3.082390;5.970784;6.124065
a1;-4.088298;5.678591;6.684500
a2;-3.657195;6.298902;3.628455
g0;-0.110716;0.818711;-0.344272
g1;-0.169604;0.933957;-0.235821
g2;-0.316160;0.443929;0.099924
am;3.463997;6.248606;4.081113
gm;0.265265;0.771147;-0.893055
f;28.461609;38.844818;-8.233303
a0;-6.334826;7.338340;5.087021
a1;-5.680986;5.412744;6.595884
a2;-5.328918;3.436853;2.512376
g0;-0.477903;1.094368;0.129635
g1;-0.638448;0.548250;-0.325486
g2;-0.667359;0.679084;-0.485098
am;-0.387993;7.525152;6.455376
gm;-0.115912;1.116840;0.061553
f;27.961065;41.575615;-1.353896
a0;-6.842571;2.680027;4.622388
a1;-7.836504;3.393743;1.542393
a2;-7.958650;2.778223;-1.556763
g0;0.043167;1.135803;0.148554
g1;0.153217;1.569207;0.502951
g2;0.458185;2.121321;0.745966
am;-3.609295;5.970784;5.479006
gm;-0.110716;0.818711;-0.344272
f;21.920645;43.125420;7.034229
a0;-8.162227;3.930227;-0.095801
a1;-7.834109;4.296665;-1.209485
a2;-7.043753;4.766089;-5.783972
g0;-0.325619;1.437174;-0.347602
g1;-0.446994;1.487936;-0.300572
g2;-0.419015;1.437841;-0.050895
am;-5.781577;5.395979;4.731761
gm;-0.477903;1.094368;0.129635
f;12.734982;42.961048;13.255932
a0;-7.280859;5.680986;-4.184099
a1;-7.549101;4.813989;-4.220025
a2;-6.830595;4.517007;-6.157595
g0;-0.389437;1.237060;0.107119
g1;-0.249677;1.926003;0.106719
g2;-0.571699;2.084416;0.177332
am;-7.545908;2.680027;1.536006
gm;0.043167;1.135803;0.148554
f;2.034714;42.412106;16.887028
a0;-4.766089;5.719306;-6.152805
a1;-4.327800;5.860613;-5.496570
a2;-4.145779;5.645061;-9.697434
g0;-0.003597;1.231597;-0.598345
g1;0.023982;1.396006;-0.518672
g2;-0.062086;1.410528;-0.475239
am;-8.162227;3.930227;-2.363086
gm;-0.325619;1.437174;-0.347602
f;-11.919786;37.767529;15.681295
a0;-2.426155;5.211563;-6.773115
a1;-3.930227;4.885840;-7.266489
a2;-3.458408;4.576882;-10.590776
g0;-0.008394;1.471681;0.269795
g1;-0.525068;1.230531;0.292444
g2;-0.696671;0.925430;-0.012124
am;-7.280859;5.003994;-4.184099
gm;-0.389437;1.749159;0.107119
f;-21.669943;35.178322;9.621071
a0;-0.150886;6.536008;-6.832991
a1;-1.183140;5.946834;-6.940767
a2;1.547183;6.854546;-8.358618
g0;-0.526400;2.251622;0.425144
g1;-0.669091;1.785177;0.589152
g2;-0.256339;1.668199;0.805654
am;-4.766089;5.719306;-7.115603
gm;-0.003597;1.231597;-0.598345
f;-27.276196;35.700066;2.714091
a0;0.000000;0.000000;0.000000
a1;5.934858;7.446115;-4.893025
a2;6.363567;7.017407;-8.947793
g0;0.000000;0.000000;0.000000
g1;0.157347;-0.627390;0.075809
g2;0.061820;-1.544559;-0.097526
am;-3.271597;5.211563;-6.773115
gm;-0.410044;1.471681;0.269795
f;-27.334507;35.307110;-6.569637
a0;0.000000;0.000000;0.000000
a1;0.529299;7.072493;-6.382727
a2;1.872905;5.956414;-9.369316
g0;-0.455787;-4.365749;1.056930
g1;-0.847489;-4.174827;0.536392
g2;-0.629388;-4.365749;0.007328
am;0.071052;6.536008;-6.832991
gm;-0.526400;2.251622;0.425144
f;-26.057159;35.188957;-14.804702
a0;-4.619993;6.914422;3.123106
a1;-6.291716;6.183940;6.140830
a2;-6.322852;8.995693;0.960403
g0;0.743701;-1.162317;-0.648973
g1;0.106053;-1.149127;-0.290313
g2;0.036905;-1.729219;-0.124306
am;4.099475;4.821174;-4.613606
gm;0.000000;-0.723983;0.000000
f;-21.180742;38.697639;-20.757824
a0;-3.855981;6.686894;3.264412
a1;-3.973337;6.318061;1.578318
a2;-1.377136;5.776787;0.924478
g0;-0.530530;-3.933277;1.532169
g1;-0.369586;-2.855030;1.109424
g2;0.826172;-1.578134;0.454188
am;0.800735;4.342968;-5.250681
gm;-0.455787;-4.365749;0.533550
f;-10.631808;38.557236;-23.824856
a0;2.050137;7.505991;3.851192
a1;3.137475;6.557563;5.321733
a2;3.867957;5.137317;3.240461
g0;-0.948479;-1.902954;0.502418
g1;-0.457519;-2.072558;0.503084
g2;0.433137;-2.827718;0.905712
am;-5.744853;7.364685;3.408113
gm;0.295553;-1.162317;-0.648973
f;-7.164999;38.700165;-29.046673
a0;7.640112;6.921607;5.669011
a1;7.156318;6.236631;0.723296
a2;7.431746;7.297625;-4.315825
g0;-0.878666;-2.613747;0.412220
g1;-0.294709;-3.159332;0.040636
g2;-0.142558;-2.641459;0.130567
am;-3.855981;6.686894;1.922402
gm;-0.530530;-2.788814;1.532169
f;-12.791141;40.518574;-19.228125
a0;8.684340;5.307364;-1.324446
a1;8.655601;5.429509;-0.778381
a2;9.268725;5.863008;-2.263294
g0;-0.526933;-1.694978;0.364123
g1;-0.172269;-0.387039;-0.009859
g2;-0.300172;0.019185;0.228227
am;3.018523;6.400290;4.137795
gm;-0.948479;-1.902954;0.502418
f;-16.031958;43.855812;-12.585524
a0;9.517808;4.267925;-0.931663
a1;9.103469;5.400769;-0.646655
a2;8.911868;6.468948;-1.971101
g0;-0.277922;0.321223;-0.209041
g1;-0.345471;0.289114;0.012524
g2;-0.065284;0.090998;0.117111
am;7.640112;6.921607;0.692161
gm;-0.438644;-2.613747;0.412220
f;-8.504248;45.350975;-4.005171
a0;9.627978;4.318220;0.210762
a1;9.580078;2.402205;-3.501518
a2;10.571616;4.586462;-6.536008
g0;-0.707596;-1.586794;0.697470
g1;-0.960337;-1.719227;1.425184
g2;-0.790732;-1.355103;0.702799
am;8.684340;5.307364;-1.455373
gm;-0.526933;-0.687611;0.364123
f;2.733188;44.692520;-2.435922
a0;7.874824;4.593647;-4.330195
a1;7.264094;4.409231;-3.206931
a2;7.486831;3.192561;-6.861731
g0;-0.444196;-0.669758;0.456586
g1;-0.550115;-1.073851;0.166007
g2;-0.261135;-0.944216;-0.225295
am;9.517808;5.379214;-0.931663
gm;-0.277922;0.321223;-0.209041
f;13.714039;41.969795;-3.576319
a0;6.131250;6.480923;-3.987708
a1;6.947952;4.476292;-3.743416
a2;7.024592;4.227210;-9.335786
g0;0.006928;-0.204778;0.065950
g1;0.274858;-0.196251;0.427675
g2;-0.045832;0.404093;0.322022
am;9.627978;4.318220;-3.275588
gm;-0.707596;-1.586794;0.697470
f;22.781282;39.704239;-4.002458
a0;7.470066;5.573210;-5.879773
a1;6.931187;4.272715;-5.316943
a2;6.847361;2.359094;-8.672366
g0;0.219566;0.062619;-0.052094
g1;-0.389704;0.241949;-0.059555
g2;-0.595414;0.239685;0.438600
am;7.874824;4.593647;-4.799619
gm;-0.444196;-0.669758;0.456586
f;30.349613;36.364674;-6.651076
a0;6.679709;4.864285;-6.619834
a1;6.902446;4.296665;-6.459368
a2;7.544312;5.393584;-9.484278
g0;-0.067948;-1.057863;-0.323088
g1;0.174001;-0.835498;-0.192787
g2;-0.057023;-0.900249;-0.120841
am;6.701265;5.061474;-3.987708
gm;0.006928;-0.204778;0.065950
f;34.249123;34.387383;-10.873897
a0;3.611690;5.534890;-7.343130
a1;3.875142;4.825964;-8.049661
a2;4.349356;5.613926;-10.988350
g0;-0.507081;-1.481807;-0.157081
g1;-0.159612;-0.265532;-0.122973
g2;-0.227027;-0.663096;0.007727
am;7.082871;4.068340;-6.623028
gm;-0.255184;0.062619;-0.052094
f;36.623867;34.107212;-13.779196
a0;0.833467;6.454577;-7.956255
a1;1.616638;5.197192;-9.342971
a2;0.991538;7.062912;-9.992022
g0;-0.244614;-1.086508;-0.282985
g1;-0.256738;-0.939553;-0.196118
g2;-0.110316;-1.211213;-0.140560
am;6.679709;4.851511;-6.619834
gm;-0.067948;-1.057863;-0.323088
f;37.767311;31.837835;-18.830641
a0;-0.831072;5.532495;-7.496411
a1;-2.981799;8.219707;-5.855823
a2;-2.181863;6.435418;-10.521320
g0;-0.019052;-1.674994;-0.478570
g1;0.027712;-1.587194;-0.215037
g2;0.038771;-1.343645;-0.181595
am;3.611690;5.534890;-8.793714
gm;-0.507081;-0.803478;-0.157081
f;38.042118;30.927952;-22.809427
a0;-5.427114;6.155200;-5.407954
a1;-5.822292;6.049819;-3.520679
a2;-5.429509;5.649851;-7.965835
g0;-0.445128;-1.601316;-0.729845
g1;-0.247146;-1.142732;-0.535060
g2;-0.057823;-0.921300;-0.222231
am;0.833467;6.238227;-9.097082
gm;-0.244614;-1.086508;-0.282985
f;34.267105;30.784136;-28.862104
a0;-6.631809;4.222419;-1.175955
a1;-7.884404;5.518125;-0.311353
a2;-7.683223;5.132527;-3.556604
g0;0.025714;-0.500153;0.042501
g1;0.026247;-0.590618;0.104454
g2;0.031310;-0.555178;-0.040503
am;-1.998245;6.729207;-7.957851
gm;-0.019052;-1.674994;-0.478570
f;28.277897;31.492981;-34.154331
a0;-7.814949;5.312153;0.969983
a1;-8.190967;5.654641;1.305286
a2;-7.522757;5.379214;-2.514771
g0;0.299772;1.634624;0.106852
g1;0.073011;2.187804;0.085402
g2;-0.004397;2.333560;0.053559
am;-5.427114;6.155200;-5.631489
gm;-0.445128;-1.601316;-0.729845
f;20.451477;33.065727;-37.040356
a0;-5.292993;5.422324;-4.404441
a1;-5.589975;5.621111;-3.726650
a2;-2.361489;5.443880;-8.435259
g0;0.178131;3.669211;0.643244
